级别,词语,词性,HSK词语级别,官方教材UNIT,级别相关场景
649,投诉,V,6.1,HSK6上 UNIT6,职场
649,激情,N,6.1,HSK6上 UNIT6,职场
649,年度,N,6.1,HSK6上 UNIT6,职场
649,考核,V,6.1,HSK6上 UNIT6,职场
649,敬业,ADJ,6.1,HSK6上 UNIT6,职场
649,兢兢业业,ADJ,6.1,HSK6上 UNIT6,职场
649,当初,N,6.1,HSK6上 UNIT6,职场
650,技巧,N,6.1,HSK6上 UNIT6,职场
650,传授,V,6.1,HSK6上 UNIT6,职场
650,人格,N,6.1,HSK6上 UNIT6,职场
650,施展,V,6.1,HSK6上 UNIT6,职场
650,时机,N,6.1,HSK6上 UNIT6,职场
650,做主,V,6.1,HSK6上 UNIT6,职场
651,过度,ADJ,6.1,HSK6上 UNIT7,人生
651,伤脑筋,V,6.1,HSK6上 UNIT7,人生
651,枯燥,ADJ,6.1,HSK6上 UNIT7,人生
651,擅长,V,6.1,HSK6上 UNIT7,人生
651,成本,N,6.1,HSK6上 UNIT7,人生
651,急躁,ADJ,6.1,HSK6上 UNIT7,人生
651,顾虑,N,6.1,HSK6上 UNIT7,人生
652,致使,V,6.1,HSK6上 UNIT7,人生
652,终身,N,6.1,HSK6上 UNIT7,人生
652,悔恨,ADJ,6.1,HSK6上 UNIT7,人生
652,类似,V,6.1,HSK6上 UNIT7,人生
652,并非,V,6.1,HSK6上 UNIT7,人生
652,精确,ADJ,6.1,HSK6上 UNIT7,人生
652,天生,ADJ,6.1,HSK6上 UNIT7,人生
653,挫折,N,6.1,HSK6上 UNIT7,人生
653,意志,N,6.1,HSK6上 UNIT7,人生
653,敏锐,ADJ,6.1,HSK6上 UNIT7,人生
653,畏惧,V,6.1,HSK6上 UNIT7,人生
653,勇于,V,6.1,HSK6上 UNIT7,人生
653,伴随,V,6.1,HSK6上 UNIT7,人生
653,日益,ADV,6.1,HSK6上 UNIT7,人生
653,昔日,N,6.1,HSK6上 UNIT7,人生
654,裁员,V,6.1,HSK6上 UNIT7,人生
654,倒闭,V,6.1,HSK6上 UNIT7,人生
654,危机,N,6.1,HSK6上 UNIT7,人生
654,风光,ADJ,6.1,HSK6上 UNIT7,人生
654,亏损,V,6.1,HSK6上 UNIT7,人生
654,金融,N,6.1,HSK6上 UNIT7,人生
654,盈利,V,6.1,HSK6上 UNIT7,人生
654,运行,V,6.1,HSK6上 UNIT7,人生
656,热门,N,6.1,HSK6上 UNIT7,人生
656,意味,V,6.1,HSK6上 UNIT7,人生
656,意味着,V,6.1,HSK6上 UNIT7,人生
656,英明,ADJ,6.1,HSK6上 UNIT7,人生
656,称心,ADJ,6.1,HSK6上 UNIT7,人生
656,称心如意,IDIOM,6.1,HSK6上 UNIT7,人生
656,如意,ADJ,6.1,HSK6上 UNIT7,人生
656,除此之外,PHR,6.1,HSK6上 UNIT7,人生
656,争先恐后,IDIOM,6.1,HSK6上 UNIT7,人生
657,饱和,V,6.1,HSK6上 UNIT7,人生
657,就业,V,6.1,HSK6上 UNIT7,人生
657,以致,CONJ,6.1,HSK6上 UNIT7,人生
657,及早,ADV,6.1,HSK6上 UNIT7,人生
657,机遇,N,6.1,HSK6上 UNIT7,人生
657,心灵,N,6.1,HSK6上 UNIT7,人生
657,免疫,V,6.1,HSK6上 UNIT7,人生
657,决策,V,6.1,HSK6上 UNIT7,人生
657,婴儿,N,6.1,HSK6上 UNIT8,原来的我
658,确信,V,6.1,HSK6上 UNIT8,原来的我
658,翻天覆地,IDIOM,6.1,HSK6上 UNIT8,原来的我
658,更新,V,6.1,HSK6上 UNIT8,原来的我
658,酒窝,N,6.1,HSK6上 UNIT8,原来的我
658,跌倒,V,6.1,HSK6上 UNIT8,原来的我
658,疤痕,N,6.1,HSK6上 UNIT8,原来的我
658,掩盖,V,6.1,HSK6上 UNIT8,原来的我
658,大脑,N,6.1,HSK6上 UNIT8,原来的我
659,见解,N,6.1,HSK6上 UNIT8,原来的我
659,比喻,V,6.1,HSK6上 UNIT8,原来的我
659,呈现,V,6.1,HSK6上 UNIT8,原来的我
659,固有,ADJ,6.1,HSK6上 UNIT8,原来的我
659,阐述,V,6.1,HSK6上 UNIT8,原来的我
659,陈述,V,6.1,HSK6上 UNIT8,原来的我
659,推测,V,6.1,HSK6上 UNIT8,原来的我
659,譬如,V,6.1,HSK6上 UNIT8,原来的我
659,演变,V,6.1,HSK6上 UNIT8,原来的我
670,各抒己见,IDIOM,6.1,HSK6上 UNIT8,原来的我
670,通缉,V,6.1,HSK6上 UNIT8,原来的我
670,触犯,V,6.1,HSK6上 UNIT8,原来的我
670,惩罚,V,6.1,HSK6上 UNIT8,原来的我
670,忧郁,ADJ,6.1,HSK6上 UNIT8,原来的我
670,心肺,N,6.1,HSK6上 UNIT8,原来的我
670,器官,N,6.1,HSK6上 UNIT8,原来的我
670,移植,V,6.1,HSK6上 UNIT8,原来的我
671,清醒,V,6.1,HSK6上 UNIT8,原来的我
671,面貌,N,6.1,HSK6上 UNIT8,原来的我
671,极端,ADJ,6.1,HSK6上 UNIT8,原来的我
671,空前,N,6.1,HSK6上 UNIT8,原来的我
671,绝后,N,6.1,HSK6上 UNIT8,原来的我
671,昏迷,V,6.1,HSK6上 UNIT8,原来的我
671,言论,N,6.1,HSK6上 UNIT8,原来的我
672,学说,N,6.1,HSK6上 UNIT8,原来的我
672,遥远,ADJ,6.1,HSK6上 UNIT8,原来的我
672,陷入,V,6.1,HSK6上 UNIT8,原来的我
672,思索,V,6.1,HSK6上 UNIT8,原来的我
672,设想,V,6.1,HSK6上 UNIT8,原来的我
672,性命,N,6.1,HSK6上 UNIT8,原来的我
672,无忧,ADJ,6.1,HSK6上 UNIT8,原来的我
672,无忧无虑,IDIOM,6.1,HSK6上 UNIT8,原来的我
672,崭新,ADJ,6.1,HSK6上 UNIT8,原来的我
672,正经,ADJ,6.1,HSK6上 UNIT9,不用手机
673,麻木,ADJ,6.1,HSK6上 UNIT9,不用手机
673,奴隶,N,6.1,HSK6上 UNIT9,不用手机
673,玩意,N,6.1,HSK6上 UNIT9,不用手机
673,玩意儿,N,6.1,HSK6上 UNIT9,不用手机
673,憋得,V,6.1,HSK6上 UNIT9,不用手机
673,报警,V,6.1,HSK6上 UNIT9,不用手机
673,绑架,V,6.1,HSK6上 UNIT9,不用手机
673,受罪,V,6.1,HSK6上 UNIT9,不用手机
673,大吼,V,6.1,HSK6上 UNIT9,不用手机
673,智能,ADJ,6.1,HSK6上 UNIT9,不用手机
674,狼吞虎咽,IDIOM,6.1,HSK6上 UNIT9,不用手机
674,伺候,V,6.1,HSK6上 UNIT9,不用手机
674,眨眨眼,V,6.1,HSK6上 UNIT9,不用手机
674,索性,ADV,6.1,HSK6上 UNIT9,不用手机
674,作息,V,6.1,HSK6上 UNIT9,不用手机
674,着手,V,6.1,HSK6上 UNIT9,不用手机
675,安置,V,6.1,HSK6上 UNIT9,不用手机
675,防止,V,6.1,HSK6上 UNIT9,不用手机
675,薄弱,ADJ,6.1,HSK6上 UNIT9,不用手机
675,精致,ADJ,6.1,HSK6上 UNIT9,不用手机
675,庄重,ADJ,6.1,HSK6上 UNIT9,不用手机
675,分散,V,6.1,HSK6上 UNIT9,不用手机
675,僵硬,ADJ,6.1,HSK6上 UNIT9,不用手机
675,四肢,N,6.1,HSK6上 UNIT9,不用手机
675,特长,N,6.1,HSK6上 UNIT9,不用手机
676,空虚,ADJ,6.1,HSK6上 UNIT9,不用手机
676,兴高采烈,IDIOM,6.1,HSK6上 UNIT9,不用手机
676,摇滚,N,6.1,HSK6上 UNIT9,不用手机
676,一举两得,IDIOM,6.1,HSK6上 UNIT9,不用手机
676,冷落,V,6.1,HSK6上 UNIT9,不用手机
676,踏实,ADJ,6.1,HSK6上 UNIT9,不用手机
676,白粥,N,6.1,HSK6上 UNIT9,不用手机
677,要命,V,6.1,HSK6上 UNIT9,不用手机
677,消耗,V,6.1,HSK6上 UNIT9,不用手机
677,弥补,V,6.1,HSK6上 UNIT9,不用手机
677,沸腾,V,6.1,HSK6上 UNIT9,不用手机
677,弥漫,V,6.1,HSK6上 UNIT9,不用手机
677,往常,N,6.1,HSK6上 UNIT9,不用手机
677,侦探,N,6.1,HSK6上 UNIT9,不用手机
678,视野,N,6.1,HSK6上 UNIT10,中国饮食
678,案件,N,6.1,HSK6上 UNIT9,不用手机
678,突破,V,6.1,HSK6上 UNIT9,不用手机
678,震惊,V,6.1,HSK6上 UNIT9,不用手机
678,彩票,N,6.1,HSK6上 UNIT9,不用手机
678,恐怖,ADJ,6.1,HSK6上 UNIT9,不用手机
678,袭击,V,6.1,HSK6上 UNIT9,不用手机
678,干扰,V,6.1,HSK6上 UNIT9,不用手机
678,安宁,ADJ,6.1,HSK6上 UNIT9,不用手机
679,区别,N,6.1,HSK6上 UNIT10,中国饮食
679,饮食,N,6.1,HSK6上 UNIT10,中国饮食
679,蕴含,V,6.1,HSK6上 UNIT10,中国饮食
679,传达,V,6.1,HSK6上 UNIT10,中国饮食
679,鲜明,ADJ,6.1,HSK6上 UNIT10,中国饮食
679,以至,CONJ,6.1,HSK6上 UNIT10,中国饮食
679,辉煌,ADJ,6.1,HSK6上 UNIT10,中国饮食
679,和谐,ADJ,6.1,HSK6上 UNIT10,中国饮食
680,精心,ADJ,6.1,HSK6上 UNIT10,中国饮食
680,调和,V,6.1,HSK6上 UNIT10,中国饮食
680,辽阔,ADJ,6.1,HSK6上 UNIT10,中国饮食
680,飞禽走兽,N,6.1,HSK6上 UNIT10,中国饮食
680,湖泊,N,6.1,HSK6上 UNIT10,中国饮食
680,小溪,N,6.1,HSK6上 UNIT10,中国饮食
680,丘陵,N,6.1,HSK6上 UNIT10,中国饮食
680,种植,V,6.1,HSK6上 UNIT10,中国饮食
681,即使,CONJ,6.1,HSK6上 UNIT10,中国饮食
681,认可,V,6.1,HSK6上 UNIT10,中国饮食
681,构思,V,6.1,HSK6上 UNIT10,中国饮食
681,烹饪,V,6.1,HSK6上 UNIT10,中国饮食
681,素食,N,6.1,HSK6上 UNIT10,中国饮食
681,人间,N,6.1,HSK6上 UNIT10,中国饮食
681,体系,N,6.1,HSK6上 UNIT10,中国饮食
681,品种,N,6.1,HSK6上 UNIT10,中国饮食
682,分辨,V,6.1,HSK6上 UNIT10,中国饮食
682,清晰,ADJ,6.1,HSK6上 UNIT10,中国饮食
682,形态,N,6.1,HSK6上 UNIT10,中国饮食
682,栽培,V,6.1,HSK6上 UNIT10,中国饮食
682,培育,V,6.1,HSK6上 UNIT10,中国饮食
682,凡是,ADV,6.1,HSK6上 UNIT10,中国饮食
682,频率,N,6.1,HSK6上 UNIT10,中国饮食
682,调料,N,6.1,HSK6上 UNIT10,中国饮食
683,创新,V,6.1,HSK6上 UNIT10,中国饮食
683,就餐,V,6.1,HSK6上 UNIT10,中国饮食
683,灵感,N,6.1,HSK6上 UNIT10,中国饮食
683,正宗,ADJ,6.1,HSK6上 UNIT10,中国饮食
683,加工,V,6.1,HSK6上 UNIT10,中国饮食
683,照样,ADV,6.1,HSK6上 UNIT10,中国饮食
683,得力,V,6.1,HSK6上 UNIT10,中国饮食
683,内在,ADJ,6.1,HSK6上 UNIT10,中国饮食
684,活力,ADJ,6.1,HSK6上 UNIT10,中国饮食
684,排斥,V,6.1,HSK6上 UNIT10,中国饮食
684,折起来,V,6.1,HSK6上 UNIT10,中国饮食
684,跪坐,V,6.1,HSK6上 UNIT10,中国饮食
684,局限,V,6.1,HSK6上 UNIT10,中国饮食
684,诞生,V,6.1,HSK6上 UNIT10,中国饮食
684,继承,V,6.1,HSK6上 UNIT10,中国饮食
684,奥秘,N,6.1,HSK6上 UNIT10,中国饮食
684,元素,N,6.1,HSK6上 UNIT10,中国饮食
684,流浪,V,6.1,HSK6上 UNIT11,猫在干什么
685,懒惰,ADJ,6.1,HSK6上 UNIT11,猫在干什么
685,淋着,V,6.1,HSK6上 UNIT11,猫在干什么
685,拜访,V,6.1,HSK6上 UNIT11,猫在干什么
685,见多识广,IDIOM,6.1,HSK6上 UNIT11,猫在干什么
685,教养,N,6.1,HSK6上 UNIT11,猫在干什么
685,嘴馋,ADJ,6.1,HSK6上 UNIT11,猫在干什么
685,趴在,V,6.1,HSK6上 UNIT11,猫在干什么
685,知足常乐,IDIOM,6.1,HSK6上 UNIT11,猫在干什么
686,亲热,ADJ,6.1,HSK6上 UNIT11,猫在干什么
686,恭敬,ADJ,6.1,HSK6上 UNIT11,猫在干什么
686,君子,N,6.1,HSK6上 UNIT11,猫在干什么
686,嗅觉,N,6.1,HSK6上 UNIT11,猫在干什么
686,敏捷,ADJ,6.1,HSK6上 UNIT11,猫在干什么
686,快活,ADJ,6.1,HSK6上 UNIT11,猫在干什么
686,扑上来,V,6.1,HSK6上 UNIT11,猫在干什么
687,例外,N,6.1,HSK6上 UNIT11,猫在干什么
687,统统,ADV,6.1,HSK6上 UNIT11,猫在干什么
687,迷人,ADJ,6.1,HSK6上 UNIT11,猫在干什么
687,模范,ADJ,6.1,HSK6上 UNIT11,猫在干什么
687,饲养,V,6.1,HSK6上 UNIT11,猫在干什么
687,清洁,V,6.1,HSK6上 UNIT11,猫在干什么
687,喂饭,V,6.1,HSK6上 UNIT11,猫在干什么
687,繁忙,ADJ,6.1,HSK6上 UNIT11,猫在干什么
687,急切,ADJ,6.1,HSK6上 UNIT11,猫在干什么
688,凝视,V,6.1,HSK6上 UNIT11,猫在干什么
688,深沉,ADJ,6.1,HSK6上 UNIT11,猫在干什么
688,监视,V,6.1,HSK6上 UNIT11,猫在干什么
688,举动,N,6.1,HSK6上 UNIT11,猫在干什么
688,缺陷,N,6.1,HSK6上 UNIT11,猫在干什么
688,镜头,N,6.1,HSK6上 UNIT11,猫在干什么
688,自力更生,IDIOM,6.1,HSK6上 UNIT11,猫在干什么
689,尖端,ADJ,6.1,HSK6上 UNIT11,猫在干什么
689,钻研,V,6.1,HSK6上 UNIT11,猫在干什么
689,动态,N,6.1,HSK6上 UNIT11,猫在干什么
689,储存,V,6.1,HSK6上 UNIT11,猫在干什么
689,遥控,V,6.1,HSK6上 UNIT11,猫在干什么
689,即时,ADV,6.1,HSK6上 UNIT11,猫在干什么
689,操纵,V,6.1,HSK6上 UNIT11,猫在干什么
690,跟踪,V,6.1,HSK6上 UNIT11,猫在干什么
690,角落,N,6.1,HSK6上 UNIT11,猫在干什么
690,误差,N,6.1,HSK6上 UNIT11,猫在干什么
690,踪迹,N,6.1,HSK6上 UNIT11,猫在干什么
690,动静,N,6.1,HSK6上 UNIT11,猫在干什么
690,操作,V,6.1,HSK6上 UNIT11,猫在干什么
691,不妨,ADV,6.1,HSK6上 UNIT12,白噪音
691,白噪音,N,6.1,HSK6上 UNIT12,白噪音
691,嘈杂,ADJ,6.1,HSK6上 UNIT12,白噪音
691,莫名其妙,IDIOM,6.1,HSK6上 UNIT12,白噪音
691,淘汰,V,6.1,HSK6上 UNIT12,白噪音
691,描绘,V,6.1,HSK6上 UNIT12,白噪音
691,波浪,N,6.1,HSK6上 UNIT12,白噪音
692,惹祸,V,6.1,HSK6上 UNIT12,白噪音
692,抚摸,V,6.1,HSK6上 UNIT12,白噪音
692,务必,ADV,6.1,HSK6上 UNIT12,白噪音
692,警惕,V,6.1,HSK6上 UNIT12,白噪音
692,解除,V,6.1,HSK6上 UNIT12,白噪音
692,不得已,ADJ,6.1,HSK6上 UNIT12,白噪音
692,暴露,V,6.1,HSK6上 UNIT12,白噪音
692,岩石,N,6.1,HSK6上 UNIT12,白噪音
693,雌雄,N,6.1,HSK6上 UNIT12,白噪音
693,祖先,N,6.1,HSK6上 UNIT12,白噪音
693,遗留,V,6.1,HSK6上 UNIT12,白噪音
693,异性嘛,INT,6.1,HSK6上 UNIT12,白噪音
693,延续,V,6.1,HSK6上 UNIT12,白噪音
693,后代,N,6.1,HSK6上 UNIT12,白噪音
693,呼唤,V,6.1,HSK6上 UNIT12,白噪音
693,竖起,V,6.1,HSK6上 UNIT12,白噪音
693,原始,ADJ,6.1,HSK6上 UNIT12,白噪音
694,进化,V,6.1,HSK6上 UNIT12,白噪音
694,靠拢,V,6.1,HSK6上 UNIT12,白噪音
694,神经,N,6.1,HSK6上 UNIT12,白噪音
694,配偶,N,6.1,HSK6上 UNIT12,白噪音
694,世代,N,6.1,HSK6上 UNIT12,白噪音
694,暗示,V,6.1,HSK6上 UNIT12,白噪音
694,提示,V,6.1,HSK6上 UNIT12,白噪音
695,疾病,N,6.1,HSK6上 UNIT12,白噪音
695,鉴于,CONJ,6.1,HSK6上 UNIT12,白噪音
695,功效,N,6.1,HSK6上 UNIT12,白噪音
695,理所当然,IDIOM,6.1,HSK6上 UNIT12,白噪音
695,患者,N,6.1,HSK6上 UNIT12,白噪音
695,辅助,V,6.1,HSK6上 UNIT12,白噪音
695,症状,N,6.1,HSK6上 UNIT12,白噪音
696,治愈,V,6.1,HSK6上 UNIT12,白噪音
696,给予,V,6.1,HSK6上 UNIT12,白噪音
696,嘿,INT,6.1,HSK6上 UNIT12,白噪音
696,障碍,N,6.1,HSK6上 UNIT12,白噪音
696,变迁,V,6.1,HSK6上 UNIT13,世事变迁
697,生存,V,6.1,HSK6上 UNIT13,世事变迁
697,一向,ADV,6.1,HSK6上 UNIT13,世事变迁
697,起初,N,6.1,HSK6上 UNIT13,世事变迁
697,迁徙,V,6.1,HSK6上 UNIT13,世事变迁
697,侵犯,V,6.1,HSK6上 UNIT13,世事变迁
697,居住,V,6.1,HSK6上 UNIT13,世事变迁
697,纯粹,ADV,6.1,HSK6上 UNIT13,世事变迁
697,指南针,N,6.1,HSK6上 UNIT13,世事变迁
697,若干,QTY,6.1,HSK6上 UNIT13,世事变迁
697,遍布,V,6.1,HSK6上 UNIT13,世事变迁
697,千方百计,IDIOM,6.1,HSK6上 UNIT13,世事变迁
698,简要,ADJ,6.1,HSK6上 UNIT13,世事变迁
698,习俗,N,6.1,HSK6上 UNIT13,世事变迁
698,书籍,N,6.1,HSK6上 UNIT13,世事变迁
698,问世,V,6.1,HSK6上 UNIT13,世事变迁
698,携带,V,6.1,HSK6上 UNIT13,世事变迁
698,序言,N,6.1,HSK6上 UNIT13,世事变迁
698,繁华,ADJ,6.1,HSK6上 UNIT13,世事变迁
698,便于,V,6.1,HSK6上 UNIT13,世事变迁
698,码头,N,6.1,HSK6上 UNIT13,世事变迁
699,一度,ADV,6.1,HSK6上 UNIT13,世事变迁
699,轰动,V,6.1,HSK6上 UNIT13,世事变迁
699,趣味,N,6.1,HSK6上 UNIT13,世事变迁
699,人士,N,6.1,HSK6上 UNIT13,世事变迁
699,版本,N,6.1,HSK6上 UNIT13,世事变迁
699,发行,V,6.1,HSK6上 UNIT13,世事变迁
700,偏僻,ADJ,6.1,HSK6上 UNIT13,世事变迁
700,人性,N,6.1,HSK6上 UNIT13,世事变迁
700,事业,N,6.1,HSK6上 UNIT13,世事变迁
700,延伸,V,6.1,HSK6上 UNIT13,世事变迁
700,产业,N,6.1,HSK6上 UNIT13,世事变迁
700,振兴,V,6.1,HSK6上 UNIT13,世事变迁
700,主流,N,6.1,HSK6上 UNIT13,世事变迁
700,犹如,V,6.1,HSK6上 UNIT13,世事变迁
700,宗旨,N,6.1,HSK6上 UNIT13,世事变迁
700,栏目,N,6.1,HSK6上 UNIT13,世事变迁
701,繁体,N,6.1,HSK6上 UNIT13,世事变迁
701,沿海,N,6.1,HSK6上 UNIT13,世事变迁
701,风土人情,IDIOM,6.1,HSK6上 UNIT13,世事变迁
701,宗教,N,6.1,HSK6上 UNIT13,世事变迁
701,考古,V,6.1,HSK6上 UNIT13,世事变迁
701,经费,N,6.1,HSK6上 UNIT13,世事变迁
701,预算,N,6.1,HSK6上 UNIT13,世事变迁
701,参谋,N,6.1,HSK6上 UNIT13,世事变迁
702,简体字,N,6.1,HSK6上 UNIT13,世事变迁
702,卫星,N,6.1,HSK6上 UNIT13,世事变迁
702,导航,V,6.1,HSK6上 UNIT13,世事变迁
702,向导,N,6.1,HSK6上 UNIT13,世事变迁
702,租赁,V,6.1,HSK6上 UNIT13,世事变迁
702,帐篷,N,6.1,HSK6上 UNIT13,世事变迁
703,北极,N,6.1,HSK6上 UNIT14,北极
703,高峰,N,6.1,HSK6上 UNIT14,北极
703,力所能及,N,6.1,HSK6上 UNIT14,北极
703,评论,V,6.1,HSK6上 UNIT14,北极
703,典型,N,6.1,HSK6上 UNIT14,北极
703,考察,V,6.1,HSK6上 UNIT14,北极
703,访问,N,6.1,HSK6上 UNIT14,北极
703,疲惫,ADJ,6.1,HSK6上 UNIT14,北极
703,依然,ADJ,6.1,HSK6上 UNIT14,北极
704,夫妇,N,6.1,HSK6上 UNIT14,北极
704,力所能及,IDIOM,6.1,HSK6上 UNIT14,北极
704,释放,V,6.1,HSK6上 UNIT14,北极
704,开拓,V,6.1,HSK6上 UNIT14,北极
704,职务,N,6.1,HSK6上 UNIT14,北极
704,捆绑,V,6.1,HSK6上 UNIT14,北极
704,出身,N,6.1,HSK6上 UNIT14,北极
704,鼓动,V,6.1,HSK6上 UNIT14,北极
705,记载,V,6.1,HSK6上 UNIT14,北极
705,头脑,N,6.1,HSK6上 UNIT14,北极
705,遭遇,V,6.1,HSK6上 UNIT14,北极
705,灾难,N,6.1,HSK6上 UNIT14,北极
705,饥饿,ADJ,6.1,HSK6上 UNIT14,北极
705,风暴,N,6.1,HSK6上 UNIT14,北极
705,严寒,ADJ,6.1,HSK6上 UNIT14,北极
705,惊奇,ADJ,6.1,HSK6上 UNIT14,北极
706,相差,V,6.1,HSK6上 UNIT14,北极
706,差别,N,6.1,HSK6上 UNIT14,北极
706,连锁,ADJ,6.1,HSK6上 UNIT14,北极
706,包装,N,6.1,HSK6上 UNIT14,北极
706,衣裳,N,6.1,HSK6上 UNIT14,北极
706,潇洒,ADJ,6.1,HSK6上 UNIT14,北极
706,本能,N,6.1,HSK6上 UNIT14,北极
706,冲动,N,6.1,HSK6上 UNIT14,北极
707,抢救,V,6.1,HSK6上 UNIT14,北极
707,古董,N,6.1,HSK6上 UNIT14,北极
707,在意,V,6.1,HSK6上 UNIT14,北极
707,捕捉,V,6.1,HSK6上 UNIT14,北极
707,赤道,N,6.1,HSK6上 UNIT14,北极
707,专题,N,6.1,HSK6上 UNIT14,北极
707,刻不容缓,IDIOM,6.1,HSK6上 UNIT14,北极
707,支出,N,6.1,HSK6上 UNIT14,北极
708,精打细算,IDIOM,6.1,HSK6上 UNIT14,北极
708,免得,CONJ,6.1,HSK6上 UNIT14,北极
708,储蓄,N,6.1,HSK6上 UNIT14,北极
708,穿越,V,6.1,HSK6上 UNIT14,北极
708,腹泻,V,6.1,HSK6上 UNIT14,北极
708,时常,ADV,6.1,HSK6上 UNIT14,北极
708,将就,V,6.1,HSK6上 UNIT14,北极
708,支配,V,6.1,HSK6上 UNIT14,北极
708,执着,ADJ,6.1,HSK6上 UNIT14,北极
709,山脉,N,6.1,HSK6上 UNIT15,雕刻
709,雕刻,V,6.1,HSK6上 UNIT15,雕刻
709,干旱,ADJ,6.1,HSK6上 UNIT15,雕刻
709,耕地,V,6.1,HSK6上 UNIT15,雕刻
709,庄稼,N,6.1,HSK6上 UNIT15,雕刻
709,枯萎,ADJ,6.1,HSK6上 UNIT15,雕刻
709,牲畜,N,6.1,HSK6上 UNIT15,雕刻
709,梯田,N,6.1,HSK6上 UNIT15,雕刻
709,壮丽,ADJ,6.1,HSK6上 UNIT15,雕刻
710,峡谷,N,6.1,HSK6上 UNIT15,雕刻
710,铺天盖地,V,6.1,HSK6上 UNIT15,雕刻
710,席卷而至,V,6.1,HSK6上 UNIT15,雕刻
710,蔚蓝,ADJ,6.1,HSK6上 UNIT15,雕刻
710,漂浮,V,6.1,HSK6上 UNIT15,雕刻
710,摇摆,V,6.1,HSK6上 UNIT15,雕刻
710,衬托,V,6.1,HSK6上 UNIT15,雕刻
710,盘旋,V,6.1,HSK6上 UNIT15,雕刻
710,依旧,V,6.1,HSK6上 UNIT15,雕刻
711,时而,ADV,6.1,HSK6上 UNIT15,雕刻
711,海拔,N,6.1,HSK6上 UNIT15,雕刻
711,瀑布,N,6.1,HSK6上 UNIT15,雕刻
711,纵横,ADJ,6.1,HSK6上 UNIT15,雕刻
711,汹涌,V,6.1,HSK6上 UNIT15,雕刻
711,目睹,V,6.1,HSK6上 UNIT15,雕刻
711,重叠,V,6.1,HSK6上 UNIT15,雕刻
711,雕塑,N,6.1,HSK6上 UNIT15,雕刻
712,稻谷,N,6.1,HSK6上 UNIT15,雕刻
712,毅力,N,6.1,HSK6上 UNIT15,雕刻
712,杰出,ADJ,6.1,HSK6上 UNIT15,雕刻
712,震撼,V,6.1,HSK6上 UNIT15,雕刻
712,宫殿,N,6.1,HSK6上 UNIT15,雕刻
712,不禁,ADV,6.1,HSK6上 UNIT15,雕刻
712,曲,N,6.1,HSK6上 UNIT15,雕刻
712,曲子,N,6.1,HSK6上 UNIT15,雕刻
712,采集,V,6.1,HSK6上 UNIT15,雕刻
712,种子,V,6.1,HSK6上 UNIT15,雕刻
713,审美,V,6.1,HSK6上 UNIT15,雕刻
713,生态,N,6.1,HSK6上 UNIT15,雕刻
713,锲而不舍,N,6.1,HSK6上 UNIT15,雕刻
713,开辟,V,6.1,HSK6上 UNIT15,雕刻
713,心血,N,6.1,HSK6上 UNIT15,雕刻
713,辛勤,ADJ,6.1,HSK6上 UNIT15,雕刻
713,阻拦,V,6.1,HSK6上 UNIT15,雕刻
714,罕见,ADJ,6.1,HSK6上 UNIT15,雕刻
714,珍稀,ADJ,6.1,HSK6上 UNIT15,雕刻
714,陶醉,V,6.1,HSK6上 UNIT15,雕刻
714,遗产,N,6.1,HSK6上 UNIT15,雕刻
714,拥有,V,6.1,HSK6上 UNIT15,雕刻
714,野生,ADJ,6.1,HSK6上 UNIT16,摄影
715,辨认,V,6.1,HSK6上 UNIT16,摄影
715,压抑,ADJ,6.1,HSK6上 UNIT16,摄影
715,完毕,V,6.1,HSK6上 UNIT16,摄影
715,瞪着,V,6.1,HSK6上 UNIT16,摄影
715,注视,V,6.1,HSK6上 UNIT16,摄影
715,花斑,N,6.1,HSK6上 UNIT16,摄影
715,濒临,V,6.1,HSK6上 UNIT16,摄影
715,致力,V,6.1,HSK6上 UNIT16,摄影
715,领袖,N,6.1,HSK6上 UNIT16,摄影
716,识别,V,6.1,HSK6上 UNIT16,摄影
716,现状,N,6.1,HSK6上 UNIT16,摄影
716,来历,N,6.1,HSK6上 UNIT16,摄影
716,苦涩,ADJ,6.1,HSK6上 UNIT16,摄影
716,指望,V,6.1,HSK6上 UNIT16,摄影
716,严峻,ADJ,6.1,HSK6上 UNIT16,摄影
716,空白,N,6.1,HSK6上 UNIT16,摄影
716,琢磨,V,6.1,HSK6上 UNIT16,摄影
717,昼夜,N,6.1,HSK6上 UNIT16,摄影
717,奔波,V,6.1,HSK6上 UNIT16,摄影
717,渴望,V,6.1,HSK6上 UNIT16,摄影
717,足以,V,6.1,HSK6上 UNIT16,摄影
717,心甘情愿,IDIOM,6.1,HSK6上 UNIT16,摄影
717,以便,CONJ,6.1,HSK6上 UNIT16,摄影
717,支撑,V,6.1,HSK6上 UNIT16,摄影
718,名副其实,IDIOM,6.1,HSK6上 UNIT16,摄影
718,童话,N,6.1,HSK6上 UNIT16,摄影
718,畅销,V,6.1,HSK6上 UNIT16,摄影
718,报酬,N,6.1,HSK6上 UNIT16,摄影
718,课题,N,6.1,HSK6上 UNIT16,摄影
718,立体,ADJ,6.1,HSK6上 UNIT16,摄影
718,还原,V,6.1,HSK6上 UNIT16,摄影
719,高速,ADJ,6.1,HSK6上 UNIT16,摄影
719,名副其实,ADJ,6.1,HSK6上 UNIT16,摄影
719,素质,N,6.1,HSK6上 UNIT16,摄影
